topic-id,step-id,question-id,question-type,answer-cardinality,quiz-block-format,quiz-block-type,quiz-answer-labels,quiz-updated-courses,quiz-status,quiz-answer-source,quiz-answer-rule
42,33344,105392,multiple-choice,single,obsidian-quiz-blocks,radio,b,LAL;MML;PS1,converted-and-verified,manual,label
42,33344,135354,multiple-choice,single,obsidian-quiz-blocks,radio,b,LAL;MML;PS1,converted-and-verified,manual,label
42,33345,135371,multiple-choice,single,obsidian-quiz-blocks,radio,c,LAL;MML;PS1,converted-and-verified,manual,label
42,33345,105393,multiple-choice,single,obsidian-quiz-blocks,radio,e,LAL;MML;PS1,converted-and-verified,manual,label
42,33346,135387,multiple-choice,single,obsidian-quiz-blocks,radio,a,LAL;MML;PS1,converted-and-verified,manual,label
42,33346,105398,multiple-choice,single,obsidian-quiz-blocks,radio,d,LAL;MML;PS1,converted-and-verified,manual,label
46,65303,180743,multiple-choice,single,obsidian-quiz-blocks,radio,b,LAL;MOP;MML;PS1,converted-and-verified,manual,label
46,65303,180739,multiple-choice,single,obsidian-quiz-blocks,radio,a,LAL;MOP;MML;PS1,converted-and-verified,manual,label
46,65303,180740,multiple-choice,single,obsidian-quiz-blocks,radio,d,LAL;MOP;MML;PS1,converted-and-verified,manual,label
46,65309,180745,multiple-choice,single,obsidian-quiz-blocks,radio,d,LAL;MOP;MML;PS1,converted-and-verified,manual,label
46,65309,183519,multiple-choice,single,obsidian-quiz-blocks,radio,d,LAL;MOP;MML;PS1,converted-and-verified,manual,label
46,65309,181701,multiple-choice,single,obsidian-quiz-blocks,radio,a,LAL;MOP;MML;PS1,converted-and-verified,manual,label
46,65313,181703,multiple-choice,single,obsidian-quiz-blocks,radio,e,LAL;MOP;MML;PS1,converted-and-verified,manual,label
46,65313,181567,multiple-choice,single,obsidian-quiz-blocks,radio,b,LAL;MOP;MML;PS1,converted-and-verified,manual,label
47,63831,80299,multiple-choice,single,obsidian-quiz-blocks,radio,e,LAL;MOP;MML;PS1,converted-and-verified,manual,label
47,63831,80234,multiple-choice,single,obsidian-quiz-blocks,radio,a,LAL;MOP;MML;PS1,converted-and-verified,manual,label
47,63831,181441,multiple-choice,single,obsidian-quiz-blocks,radio,a,LAL;MOP;MML;PS1,converted-and-verified,manual,label
47,63836,181542,multiple-choice,single,obsidian-quiz-blocks,radio,d,LAL;MOP;MML;PS1,converted-and-verified,manual,label
47,63836,37384,multiple-choice,single,obsidian-quiz-blocks,radio,b,LAL;MOP;MML;PS1,converted-and-verified,manual,label
47,63836,80336,multiple-choice,single,obsidian-quiz-blocks,radio,a,LAL;MOP;MML;PS1,converted-and-verified,manual,label
47,63840,36229,multiple-choice,single,obsidian-quiz-blocks,radio,c,LAL;MOP;MML;PS1,converted-and-verified,manual,label
47,63840,36228,multiple-choice,single,obsidian-quiz-blocks,radio,a,LAL;MOP;MML;PS1,converted-and-verified,manual,label
47,63840,36218,multiple-choice,single,obsidian-quiz-blocks,radio,b,LAL;MOP;MML;PS1,converted-and-verified,manual,label
48,65852,36925,multiple-choice,single,obsidian-quiz-blocks,radio,d,LAL;MOP;MML;PS1,converted-and-verified,manual,label
48,65852,181473,free-response,single,,,,,,,
48,65852,181471,free-response,single,,,,,,,
48,65856,181469,free-response,single,,,,,,,
48,65856,181587,free-response,single,,,,,,,
48,65856,181589,free-response,single,,,,,,,
48,65860,181457,free-response,single,,,,,,,
48,65860,181563,free-response,single,,,,,,,
48,65863,181579,free-response,single,,,,,,,
48,65863,181454,free-response,single,,,,,,,
49,152909,181287,multiple-choice,single,obsidian-quiz-blocks,radio,c,LAL;MML;MOP;PS1,converted-and-verified,image-id,answer-image-id-1
49,152909,181293,multiple-choice,single,obsidian-quiz-blocks,radio,a,LAL;MML;MOP;PS1,converted-and-verified,manual,label
49,152912,1257,multiple-choice,single,obsidian-quiz-blocks,radio,c,LAL;MML;MOP;PS1,converted-and-verified,manual,label
49,152912,1262,multiple-choice,single,obsidian-quiz-blocks,radio,d,LAL;MML;MOP;PS1,converted-and-verified,manual,label
49,152916,1268,multiple-choice,single,obsidian-quiz-blocks,radio,a,LAL;MML;MOP;PS1,converted-and-verified,manual,label
49,152916,1264,multiple-choice,single,obsidian-quiz-blocks,radio,b,LAL;MML;MOP;PS1,converted-and-verified,manual,label
